0:00:00 5.0007.510.011	1
0:00:00 5.0007.610.011	1
0:00:00 5.0007.510.011	1
0:31:45	5.0007.610.011	2
0:31:45	5.0007.610.011	2
0:31:45	5.0007.510.011	1
0:31:45	5.0007.610.011	4
0:31:45	5.0007.610.011	-2
0:31:46	5.0007.510.011	1
0:31:46	5.0007.610.011	-2
0:31:46	5.0007.610.011	-2
0:31:46	5.0007.610.011	-2
0:31:47	5.0007.510.011	1
0:31:47	5.0007.610.011	1
0:31:47	5.0007.610.011	1
0:31:47	5.0007.610.011	1
0:31:48	5.0007.610.011	3
0:31:48	5.0007.610.011	4
0:31:48	5.0007.510.011	4
0:31:48	5.0007.510.011	1
0:31:48	5.0007.610.011	-2
0:31:49	5.0007.510.011	4
0:31:49	5.0007.610.011	1
0:31:49	5.0007.610.011	5
0:31:49	5.0007.610.011	1
0:31:49	5.0007.510.011	1
0:31:49	5.0007.610.011	3
0:31:49	5.0007.510.011	1
0:31:49	5.0007.610.011	1
0:31:50	5.0007.610.011	2
0:31:50	5.0007.610.011	6
0:31:50	5.0007.610.011	1
0:31:51	5.0007.510.011	4
0:31:51	5.0007.610.011	1
0:31:51	5.0007.610.011	-1
0:31:52	5.0007.610.011	-1
0:31:53	5.0007.610.011	1
0:31:53	5.0007.510.011	2
0:31:53	5.0007.610.011	1
0:31:53	5.0007.610.011	2
0:31:53	5.0007.610.011	-3
0:31:54	5.0007.610.011	2
0:31:54	5.0007.510.011	3
0:31:54	5.0007.510.011	2
0:31:54	5.0007.510.011	1
0:31:54	5.0007.610.011	4
0:31:54	5.0007.510.011	1
0:31:54	5.0007.610.011	-2
0:31:55	5.0007.510.011	9
0:31:55	5.0007.610.011	1
0:31:55	5.0007.510.011	1
0:31:55	5.0007.510.011	6
0:31:55	5.0007.610.011	1
0:31:55	5.0007.610.011	1
0:31:55	5.0007.610.011	1
0:31:55	5.0007.510.011	2
0:31:55	5.0007.510.011	2
0:31:55	5.0007.510.011	1
0:31:55	5.0007.510.011	5
0:31:55	5.0007.510.011	1
0:31:56	5.0007.510.011	4
0:31:56	5.0007.510.011	1
0:31:56	5.0007.610.011	1
0:31:56	5.0007.510.011	1
0:31:57	5.0007.610.011	1
0:31:57	5.0007.610.011	1
0:31:57	5.0007.610.011	3
0:31:57	5.0007.610.011	3
0:31:57	5.0007.610.011	1
0:31:57	5.0007.510.011	3
0:31:57	5.0007.610.011	-1
0:31:58	5.0007.610.011	1
0:31:58	5.0007.610.011	1
0:31:58	5.0007.510.011	3
0:31:58	5.0007.610.011	-3
0:31:58	5.0007.610.011	-2
0:31:59	5.0007.510.011	3
0:31:59	5.0007.510.011	8
0:31:59	5.0007.610.011	1
0:31:59	5.0007.610.011	5
0:32:00	5.0007.510.011	1
0:32:00	5.0007.510.011	2
0:32:00	5.0007.610.011	1
0:32:00	5.0007.510.011	4
0:32:01	5.0007.610.011	3
0:32:01	5.0007.510.011	1
0:32:01	5.0007.610.011	1
0:32:01	5.0007.610.011	1
0:32:01	5.0007.610.011	2
0:32:01	5.0007.510.011	2
0:32:01	5.0007.610.011	-2
0:32:01	5.0007.610.011	-3
0:32:03	5.0007.510.011	1
0:32:03	5.0007.610.011	2
0:32:03	5.0007.510.011	4
0:32:03	5.0007.610.011	3
0:32:03	5.0007.610.011	2
0:32:03	5.0007.510.011	1
0:32:03	5.0007.610.011	-2
0:32:04	5.0007.610.011	2
0:32:04	5.0007.510.011	1
0:32:04	5.0007.510.011	6
0:32:05	5.0007.610.011	1
0:32:05	5.0007.610.011	3
0:32:05	5.0007.510.011	3
0:32:05	5.0007.610.011	1
0:32:06	5.0007.610.011	2
0:32:07	5.0007.510.011	3
0:32:07	5.0007.510.011	1
0:32:08	5.0007.610.011	2
0:32:08	5.0007.510.011	1
0:32:08	5.0007.610.011	-2
0:32:08	5.0007.610.011	-2
0:32:09	5.0007.510.011	1
0:32:09	5.0007.610.011	2
0:32:09	5.0007.610.011	2
0:32:10	5.0007.510.011	1
0:32:10	5.0007.610.011	3
0:32:10	5.0007.610.011	2
0:32:10	5.0007.610.011	3
0:32:11	5.0007.610.011	1
0:32:11	5.0007.510.011	6
0:32:11	5.0007.610.011	3
0:32:11	5.0007.610.011	-2
0:32:12	5.0007.510.011	1
0:32:13	5.0007.510.011	1
0:32:13	5.0007.610.011	2
0:32:13	5.0007.510.011	5
0:32:13	5.0007.610.011	1
0:32:13	5.0007.610.011	8
0:32:13	5.0007.610.011	-2
0:32:13	5.0007.610.011	-2
0:32:13	5.0007.610.011	-2
0:32:14	5.0007.610.011	1
0:32:14	5.0007.610.011	1
0:32:15	5.0007.610.011	2
0:32:15	5.0007.510.011	1
0:32:15	5.0007.610.011	-2
0:32:16	5.0007.610.011	1
0:32:16	5.0007.610.011	4
0:32:16	5.0007.610.011	1
0:32:17	5.0007.610.011	1
0:32:17	5.0007.610.011	1
0:32:17	5.0007.610.011	1
0:32:17	5.0007.610.011	2
0:32:18	5.0007.510.011	2
0:32:18	5.0007.610.011	4
0:32:18	5.0007.610.011	2
0:32:18	5.0007.510.011	3
0:32:18	5.0007.510.011	2
0:32:18	5.0007.610.011	-2
0:32:19	5.0007.510.011	1
0:32:19	5.0007.510.011	1
0:32:20	5.0007.510.011	2
0:32:21	5.0007.510.011	1
0:32:21	5.0007.510.011	1
0:32:22	5.0007.510.011	1
0:32:22	5.0007.610.011	1
0:32:22	5.0007.510.011	4
0:32:22	5.0007.610.011	2
0:32:23	5.0007.510.011	3
0:32:23	5.0007.510.011	2
0:32:24	5.0007.510.011	4
0:32:24	5.0007.610.011	2
0:32:24	5.0007.510.011	3
0:32:24	5.0007.610.011	3
0:32:24	5.0007.610.011	-2
0:32:25	5.0007.610.011	1
0:32:25	5.0007.610.011	1
0:32:25	5.0007.510.011	2
0:32:25	5.0007.510.011	1
0:32:26	5.0007.610.011	3
0:32:26	5.0007.610.011	1
0:32:27	5.0007.510.011	1
0:32:27	5.0007.510.011	2
0:32:27	5.0007.610.011	1
0:32:27	5.0007.610.011	8
0:32:27	5.0007.610.011	0
0:32:27	5.0007.610.011	-2
0:32:28	5.0007.510.011	4
0:32:28	5.0007.510.011	1
0:32:29	5.0007.610.011	-2
0:32:30	5.0007.510.011	4
0:32:30	5.0007.510.011	1
0:32:30	5.0007.610.011	1
0:32:30	5.0007.610.011	2
0:32:31	5.0007.610.011	1
0:32:31	5.0007.610.011	1
0:32:31	5.0007.610.011	4
0:32:31	5.0007.510.011	1
0:32:32	5.0007.610.011	6
0:32:33	5.0007.610.011	1
0:32:33	5.0007.510.011	6
0:32:33	5.0007.610.011	3
0:32:33	5.0007.610.011	2
0:32:33	5.0007.610.011	3
0:32:33	5.0007.610.011	3
0:32:34	5.0007.610.011	1
0:32:34	5.0007.610.011	2
0:32:35	5.0007.610.011	3
0:32:35	5.0007.510.011	1
0:32:36	5.0007.510.011	1
0:32:37	5.0007.510.011	1
0:32:37	5.0007.610.011	2
0:32:38	5.0007.510.011	1
0:32:38	5.0007.610.011	2
0:32:38	5.0007.610.011	1
0:32:39	5.0007.510.011	4
0:32:39	5.0007.610.011	1
0:32:39	5.0007.510.011	1
0:32:39	5.0007.610.011	1
0:32:39	5.0007.510.011	3
0:32:39	5.0007.510.011	1
0:32:40	5.0007.610.011	1
0:32:40	5.0007.510.011	1
0:32:40	5.0007.610.011	2
0:32:41	5.0007.510.011	1
0:32:41	5.0007.610.011	2
0:32:42	5.0007.610.011	1
0:32:42	5.0007.610.011	1
0:32:42	5.0007.510.011	1
0:32:42	5.0007.510.011	2
0:32:42	5.0007.610.011	2
0:32:42	5.0007.510.011	2
0:32:42	5.0007.510.011	1
0:32:42	5.0007.610.011	-3
0:32:42	5.0007.610.011	-2
0:32:43	5.0007.610.011	1
0:32:43	5.0007.610.011	5
0:32:43	5.0007.510.011	2
0:32:43	5.0007.510.011	2
0:32:43	5.0007.610.011	2
0:32:43	5.0007.610.011	1
0:32:43	5.0007.610.011	-2
0:32:44	5.0007.510.011	3
0:32:44	5.0007.510.011	1
0:32:44	5.0007.510.011	3
0:32:44	5.0007.610.011	1
0:32:44	5.0007.610.011	1
0:32:44	5.0007.610.011	-2
0:32:45	5.0007.610.011	1
0:32:45	5.0007.610.011	1
0:32:45	5.0007.510.011	2
0:32:45	5.0007.510.011	1
0:32:45	5.0007.610.011	2
0:32:45	5.0007.610.011	1
0:32:46	5.0007.610.011	1
0:32:46	5.0007.610.011	2
0:32:46	5.0007.610.011	1
0:32:46	5.0007.610.011	3
0:32:46	5.0007.610.011	2
0:32:46	5.0007.610.011	-2
0:32:47	5.0007.610.011	1
0:32:47	5.0007.610.011	-1
0:32:48	5.0007.510.011	3
0:32:48	5.0007.610.011	1
0:32:48	5.0007.610.011	1
0:32:48	5.0007.610.011	2
0:32:48	5.0007.510.011	1
0:32:49	5.0007.510.011	1
0:32:49	5.0007.610.011	3
0:32:49	5.0007.610.011	1
0:32:50	5.0007.610.011	2
0:32:50	5.0007.610.011	2
0:32:50	5.0007.510.011	1
0:32:50	5.0007.610.011	1
0:32:51	5.0007.510.011	1
0:32:51	5.0007.510.011	1
0:32:51	5.0007.610.011	3
0:32:51	5.0007.510.011	2
0:32:51	5.0007.510.011	2
0:32:51	5.0007.610.011	-2
0:32:52	5.0007.610.011	2
0:32:52	5.0007.610.011	-2
0:32:52	5.0007.610.011	-2
0:32:53	5.0007.610.011	3
0:32:53	5.0007.510.011	1
0:32:53	5.0007.510.011	1
0:32:53	5.0007.510.011	1
0:32:53	5.0007.510.011	1
0:32:54	5.0007.510.011	2
0:32:54	5.0007.610.011	-3
0:32:55	5.0007.610.011	1
0:32:55	5.0007.610.011	1
0:32:55	5.0007.610.011	1
0:32:55	5.0007.610.011	-2
0:32:56	5.0007.610.011	1
0:32:56	5.0007.510.011	1
0:32:57	5.0007.610.011	1
0:32:58	5.0007.510.011	3
0:32:58	5.0007.610.011	1
0:32:58	5.0007.610.011	2
0:32:58	5.0007.610.011	1
0:32:58	5.0007.610.011	2
0:32:58	5.0007.610.011	1
0:32:58	5.0007.510.011	1
0:32:59	5.0007.610.011	2
0:32:59	5.0007.510.011	1
0:32:59	5.0007.610.011	2
0:33:00	5.0007.510.011	1
0:33:00	5.0007.610.011	2
0:33:00	5.0007.610.011	2
0:33:00	5.0007.610.011	1
0:33:00	5.0007.610.011	9
0:33:00	5.0007.610.011	4
0:33:00	5.0007.510.011	1
0:33:00	5.0007.610.011	2
0:33:00	5.0007.610.011	2
0:33:00	5.0007.610.011	1
0:33:01	5.0007.510.011	3
0:33:01	5.0007.510.011	1
0:33:01	5.0007.610.011	1
0:33:01	5.0007.610.011	1
0:33:01	5.0007.610.011	-2
0:33:02	5.0007.610.011	3
0:33:02	5.0007.610.011	3
0:33:02	5.0007.610.011	1
0:33:02	5.0007.610.011	1
0:33:03	5.0007.510.011	3
0:33:03	5.0007.510.011	1
0:33:03	5.0007.610.011	-2
0:33:04	5.0007.510.011	1
0:33:04	5.0007.510.011	1
0:33:04	5.0007.610.011	1
0:33:04	5.0007.510.011	2
0:33:05	5.0007.610.011	2
0:33:05	5.0007.610.011	1
0:33:05	5.0007.510.011	2
0:33:05	5.0007.510.011	5
0:33:05	5.0007.510.011	1
0:33:05	5.0007.610.011	1
0:33:06	5.0007.610.011	2
0:33:06	5.0007.610.011	1
0:33:06	5.0007.610.011	1
0:33:06	5.0007.610.011	2
0:33:07	5.0007.510.011	1
0:33:07	5.0007.610.011	3
0:33:07	5.0007.510.011	1
0:33:08	5.0007.510.011	8
0:33:08	5.0007.610.011	1
0:33:08	5.0007.510.011	3
0:33:08	5.0007.510.011	4
0:33:08	5.0007.610.011	1
0:33:08	5.0007.510.011	4
0:33:08	5.0007.510.011	3
0:33:08	5.0007.610.011	-2
0:33:09	5.0007.610.011	2
0:33:09	5.0007.510.011	3
0:33:09	5.0007.610.011	-2
0:33:09	5.0007.610.011	-2
0:33:10	5.0007.510.011	2
0:33:10	5.0007.610.011	1
0:33:10	5.0007.510.011	1
0:33:10	5.0007.510.011	2
0:33:11	5.0007.510.011	1
0:33:11	5.0007.510.011	1
0:33:11	5.0007.610.011	1
0:33:11	5.0007.510.011	5
0:33:11	5.0007.610.011	2
0:33:11	5.0007.610.011	-1
0:33:11	5.0007.610.011	-1
0:33:11	5.0007.610.011	-1
0:33:12	5.0007.610.011	1
0:33:12	5.0007.510.011	1
0:33:12	5.0007.510.011	2
0:33:13	5.0007.610.011	4
0:33:13	5.0007.510.011	1
0:33:13	5.0007.610.011	2
0:33:14	5.0007.510.011	4
0:33:14	5.0007.610.011	1
0:33:14	5.0007.510.011	2
0:33:15	5.0007.610.011	1
0:33:15	5.0007.510.011	1
0:33:15	5.0007.610.011	2
0:33:15	5.0007.510.011	4
0:33:15	5.0007.510.011	3
0:33:16	5.0007.610.011	1
0:33:16	5.0007.510.011	1
0:33:16	5.0007.610.011	3
0:33:16	5.0007.510.011	4
0:33:16	5.0007.510.011	1
0:33:17	5.0007.610.011	2
0:33:17	5.0007.510.011	2
0:33:17	5.0007.510.011	2
0:33:18	5.0007.510.011	1
0:33:18	5.0007.510.011	2
0:33:18	5.0007.510.011	3
0:33:19	5.0007.510.011	3
0:33:19	5.0007.510.011	2
0:33:19	5.0007.610.011	1
0:33:20	5.0007.510.011	1
0:33:20	5.0007.510.011	4
0:33:21	5.0007.610.011	1
0:33:21	5.0007.610.011	1
0:33:22	5.0007.610.011	1
0:33:22	5.0007.610.011	1
0:33:22	5.0007.510.011	4
0:33:22	5.0007.610.011	-2
0:33:23	5.0007.510.011	2
0:33:23	5.0007.610.011	2
0:33:23	5.0007.610.011	4
0:33:24	5.0007.510.011	1
0:33:24	5.0007.510.011	2
0:33:24	5.0007.510.011	1
0:33:24	5.0007.610.011	1
0:33:24	5.0007.610.011	1
0:33:25	5.0007.510.011	2
0:33:25	5.0007.510.011	2
0:33:27	5.0007.510.011	1
0:33:28	5.0007.510.011	1
0:33:28	5.0007.510.011	5
0:33:28	5.0007.610.011	1
0:33:28	5.0007.610.011	1
0:33:28	5.0007.510.011	1
0:33:29	5.0007.610.011	2
0:33:29	5.0007.610.011	1
0:33:29	5.0007.610.011	-2
0:33:29	5.0007.610.011	-3
0:33:29	5.0007.610.011	-3
0:33:30	5.0007.510.011	1
0:33:30	5.0007.610.011	3
0:33:30	5.0007.610.011	-2
0:33:30	5.0007.610.011	-2
0:33:30	5.0007.610.011	-1
0:33:31	5.0007.610.011	3
0:33:31	5.0007.610.011	3
0:33:31	5.0007.510.011	2
0:33:31	5.0007.610.011	6
0:33:32	5.0007.610.011	1
0:33:32	5.0007.610.011	3
0:33:33	5.0007.510.011	1
0:33:33	5.0007.610.011	2
0:33:33	5.0007.510.011	3
0:33:33	5.0007.610.011	-2
0:33:34	5.0007.610.011	2
0:33:34	5.0007.610.011	3
0:33:34	5.0007.610.011	2
0:33:34	5.0007.610.011	-2
0:33:35	5.0007.510.011	1
0:33:36	5.0007.510.011	2
0:33:36	5.0007.510.011	1
0:33:36	5.0007.510.011	2
0:33:36	5.0007.610.011	1
0:33:36	5.0007.510.011	1
0:33:37	5.0007.610.011	1
0:33:37	5.0007.510.011	2
0:33:37	5.0007.510.011	4
0:33:37	5.0007.510.011	3
0:33:37	5.0007.610.011	2
0:33:38	5.0007.610.011	1
0:33:38	5.0007.510.011	1
0:33:38	5.0007.610.011	-2
0:33:39	5.0007.610.011	3
0:33:39	5.0007.610.011	2
0:33:39	5.0007.510.011	3
0:33:40	5.0007.610.011	1
0:33:40	5.0007.510.011	1
0:33:40	5.0007.610.011	4
0:33:40	5.0007.610.011	2
0:33:40	5.0007.610.011	1
0:33:40	5.0007.610.011	6
0:33:40	5.0007.610.011	-2
0:33:41	5.0007.510.011	1
0:33:41	5.0007.510.011	2
0:33:41	5.0007.610.011	-2
0:33:42	5.0007.510.011	2
0:33:42	5.0007.610.011	1
0:33:42	5.0007.610.011	1
0:33:42	5.0007.610.011	-2
0:33:43	5.0007.510.011	2
0:33:43	5.0007.510.011	4
0:33:43	5.0007.510.011	1
0:33:44	5.0007.610.011	1
0:33:44	5.0007.610.011	1
0:33:44	5.0007.610.011	1
0:33:44	5.0007.510.011	2
0:33:44	5.0007.510.011	2
0:33:44	5.0007.510.011	1
0:33:45	5.0007.610.011	1
0:33:45	5.0007.510.011	3
0:33:46	5.0007.610.011	1
0:33:46	5.0007.510.011	2
0:33:47	5.0007.510.011	1
0:33:47	5.0007.610.011	1
0:33:47	5.0007.510.011	2
0:33:47	5.0007.610.011	1
0:33:47	5.0007.610.011	1
0:33:47	5.0007.510.011	1
0:33:47	5.0007.510.011	3
0:33:48	5.0007.510.011	5
0:33:48	5.0007.510.011	3
0:33:49	5.0007.510.011	6
0:33:49	5.0007.610.011	1
0:33:49	5.0007.610.011	4
0:33:49	5.0007.610.011	1
0:33:49	5.0007.610.011	1
0:33:50	5.0007.510.011	1
0:33:50	5.0007.610.011	1
0:33:51	5.0007.510.011	1
0:33:51	5.0007.610.011	1
0:33:51	5.0007.510.011	2
0:33:51	5.0007.510.011	4
0:33:52	5.0007.510.011	1
0:33:52	5.0007.510.011	3
0:33:53	5.0007.510.011	2
0:33:53	5.0007.610.011	1
0:33:53	5.0007.510.011	1
0:33:53	5.0007.510.011	1
0:33:53	5.0007.610.011	1
0:33:53	5.0007.510.011	1
0:33:54	5.0007.510.011	4
0:33:54	5.0007.610.011	-1
0:33:55	5.0007.610.011	5
0:33:55	5.0007.510.011	1
0:33:55	5.0007.510.011	2
0:33:55	5.0007.610.011	-2
0:33:55	5.0007.610.011	-2
0:33:55	5.0007.610.011	-3
0:33:56	5.0007.610.011	1
0:33:56	5.0007.510.011	1
0:33:56	5.0007.510.011	1
0:33:58	5.0007.510.011	1
0:33:58	5.0007.510.011	1
0:33:58	5.0007.510.011	2
0:33:58	5.0007.610.011	3
0:33:58	5.0007.610.011	-2
0:33:59	5.0007.510.011	4
0:33:59	5.0007.510.011	1
0:33:59	5.0007.510.011	1
0:33:59	5.0007.610.011	1
0:34:00	5.0007.510.011	2
0:34:00	5.0007.610.011	1
0:34:00	5.0007.610.011	3
0:34:00	5.0007.610.011	1
0:34:00	5.0007.510.011	7
0:34:00	5.0007.610.011	3
0:34:01	5.0007.510.011	1
0:34:01	5.0007.610.011	2
0:34:01	5.0007.610.011	-2
0:34:02	5.0007.610.011	3
0:34:02	5.0007.510.011	1
0:34:02	5.0007.510.011	1
0:34:02	5.0007.610.011	1
0:34:03	5.0007.510.011	1
0:34:03	5.0007.610.011	3
0:34:03	5.0007.610.011	1
0:34:03	5.0007.610.011	3
0:34:03	5.0007.610.011	3
0:34:03	5.0007.610.011	-2
0:34:05	5.0007.510.011	1
0:34:05	5.0007.510.011	3
0:34:05	5.0007.510.011	1
0:34:05	5.0007.610.011	1
0:34:05	5.0007.610.011	2
0:34:05	5.0007.610.011	-2
0:34:07	5.0007.610.011	2
0:34:07	5.0007.510.011	1
0:34:08	5.0007.610.011	3
0:34:08	5.0007.610.011	1
0:34:08	5.0007.610.011	-2
0:34:08	5.0007.610.011	-1
0:34:09	5.0007.610.011	1
0:34:09	5.0007.510.011	2
0:34:09	5.0007.610.011	1
0:34:09	5.0007.610.011	2
0:34:10	5.0007.610.011	1
0:34:10	5.0007.510.011	1
0:34:11	5.0007.610.011	2
0:34:11	5.0007.610.011	1
0:34:11	5.0007.610.011	-2
0:34:12	5.0007.610.011	1
0:34:12	5.0007.510.011	2
0:34:12	5.0007.510.011	3
0:34:12	5.0007.510.011	2
0:34:13	5.0007.510.011	8
0:34:13	5.0007.610.011	3
0:34:13	5.0007.610.011	-2
0:34:13	5.0007.610.011	-2
0:34:14	5.0007.610.011	3
0:34:14	5.0007.510.011	1
0:34:14	5.0007.510.011	1
0:34:14	5.0007.610.011	1
0:34:14	5.0007.610.011	1
0:34:14	5.0007.610.011	1
0:34:14	5.0007.610.011	-2
0:34:14	5.0007.610.011	-2
0:34:14	5.0007.610.011	-1
0:34:14	5.0007.610.011	-2
0:34:15	5.0007.610.011	2
0:34:15	5.0007.510.011	2
0:34:15	5.0007.610.011	1
0:34:15	5.0007.610.011	4
0:34:15	5.0007.510.011	1
0:34:15	5.0007.510.011	1
0:34:15	5.0007.610.011	-2
0:34:16	5.0007.510.011	1
0:34:17	5.0007.610.011	2
0:34:17	5.0007.610.011	2
0:34:17	5.0007.510.011	1
0:34:17	5.0007.610.011	2
0:34:17	5.0007.610.011	2
0:34:17	5.0007.610.011	1
0:34:17	5.0007.610.011	-3
0:34:17	5.0007.610.011	-1
0:34:18	5.0007.610.011	1
0:34:18	5.0007.510.011	1
0:34:18	5.0007.610.011	1
0:34:18	5.0007.510.011	2
0:34:19	5.0007.610.011	1
0:34:19	5.0007.510.011	1
0:34:19	5.0007.610.011	2
0:34:19	5.0007.510.011	1
0:34:21	5.0007.510.011	2
0:34:21	5.0007.610.011	1
0:34:21	5.0007.510.011	2
0:34:21	5.0007.610.011	-2
0:34:22	5.0007.510.011	2
0:34:22	5.0007.610.011	2
0:34:22	5.0007.510.011	1
0:34:22	5.0007.510.011	3
0:34:23	5.0007.510.011	2
0:34:24	5.0007.610.011	2
0:34:24	5.0007.610.011	1
0:34:24	5.0007.610.011	1
0:34:24	5.0007.510.011	1
0:34:24	5.0007.610.011	2
0:34:25	5.0007.610.011	2
0:34:25	5.0007.610.011	3
0:34:25	5.0007.610.011	7
0:34:25	5.0007.610.011	1
0:34:25	5.0007.610.011	2
0:34:25	5.0007.610.011	3
0:34:25	5.0007.510.011	5
0:34:25	5.0007.610.011	-2
0:34:26	5.0007.510.011	4
0:34:26	5.0007.510.011	1
0:34:26	5.0007.510.011	8
0:34:26	5.0007.610.011	5
0:34:26	5.0007.610.011	3
0:34:26	5.0007.610.011	1
0:34:26	5.0007.610.011	2
0:34:27	5.0007.510.011	1
0:34:27	5.0007.610.011	-1
0:34:28	5.0007.510.011	2
0:34:28	5.0007.510.011	2
0:34:28	5.0007.510.011	2
0:34:28	5.0007.610.011	-2
0:34:29	5.0007.510.011	1
0:34:29	5.0007.510.011	1
0:34:29	5.0007.510.011	1
0:34:29	5.0007.610.011	2
0:34:29	5.0007.510.011	2
0:34:29	5.0007.610.011	3
0:34:29	5.0007.510.011	1
0:34:29	5.0007.610.011	2
0:34:29	5.0007.610.011	2
0:34:30	5.0007.510.011	3
0:34:30	5.0007.610.011	2
0:34:30	5.0007.510.011	4
0:34:30	5.0007.610.011	-1
0:34:30	5.0007.610.011	-1
0:34:30	5.0007.610.011	-2
0:34:31	5.0007.510.011	1
0:34:31	5.0007.610.011	1
0:34:31	5.0007.610.011	1
0:34:31	5.0007.610.011	2
0:34:33	5.0007.610.011	4
0:34:33	5.0007.510.011	1
0:34:33	5.0007.610.011	1
0:34:33	5.0007.510.011	2
0:34:34	5.0007.610.011	1
0:34:34	5.0007.510.011	3
0:34:34	5.0007.610.011	2
0:34:34	5.0007.510.011	1
0:34:34	5.0007.610.011	-1
0:34:34	5.0007.610.011	-3
0:34:35	5.0007.610.011	2
0:34:35	5.0007.610.011	1
0:34:35	5.0007.610.011	1
0:34:35	5.0007.610.011	1
0:34:35	5.0007.610.011	-2
0:34:35	5.0007.610.011	-1
0:34:36	5.0007.510.011	1
0:34:36	5.0007.610.011	1
0:34:37	5.0007.510.011	3
0:34:37	5.0007.610.011	1
0:34:37	5.0007.510.011	1
0:34:37	5.0007.610.011	8
0:34:37	5.0007.510.011	1
0:34:37	5.0007.610.011	-1
0:34:37	5.0007.610.011	-1
0:34:38	5.0007.510.011	1
0:34:38	5.0007.610.011	3
0:34:38	5.0007.610.011	1
0:34:38	5.0007.510.011	2
0:34:38	5.0007.610.011	4
0:34:38	5.0007.610.011	1
0:34:39	5.0007.510.011	3
0:34:39	5.0007.510.011	5
0:34:39	5.0007.510.011	3
0:34:40	5.0007.510.011	1
0:34:40	5.0007.510.011	2
0:34:40	5.0007.510.011	6
0:34:40	5.0007.510.011	2
0:34:40	5.0007.610.011	2
0:34:41	5.0007.510.011	1
0:34:41	5.0007.610.011	1
0:34:41	5.0007.510.011	2
0:34:41	5.0007.510.011	3
0:34:41	5.0007.610.011	1
0:34:42	5.0007.610.011	1
0:34:43	5.0007.510.011	1
0:34:43	5.0007.610.011	2
0:34:43	5.0007.610.011	3
0:34:43	5.0007.610.011	1
0:34:43	5.0007.610.011	6
0:34:44	5.0007.510.011	1
0:34:44	5.0007.510.011	1
0:34:44	5.0007.610.011	-1
0:34:45	5.0007.610.011	5
0:34:45	5.0007.610.011	2
0:34:45	5.0007.510.011	1
0:34:45	5.0007.510.011	3
0:34:45	5.0007.610.011	1
0:34:45	5.0007.610.011	-2
0:34:46	5.0007.610.011	1
0:34:46	5.0007.610.011	2
0:34:46	5.0007.510.011	2
0:34:46	5.0007.610.011	2
0:34:46	5.0007.510.011	4
0:34:46	5.0007.610.011	-1
0:34:46	5.0007.610.011	-3
0:34:47	5.0007.510.011	4
0:34:47	5.0007.510.011	2
0:34:47	5.0007.610.011	2
0:34:48	5.0007.610.011	1
0:34:48	5.0007.610.011	1
0:34:49	5.0007.510.011	2
0:34:50	5.0007.510.011	2
0:34:50	5.0007.510.011	1
0:34:50	5.0007.610.011	3
0:34:50	5.0007.610.011	1
0:34:51	5.0007.510.011	3
0:34:51	5.0007.610.011	2
0:34:51	5.0007.510.011	1
0:34:51	5.0007.510.011	1
0:34:52	5.0007.610.011	2
0:34:52	5.0007.610.011	4
0:34:52	5.0007.510.011	4
0:34:53	5.0007.610.011	4
0:34:53	5.0007.510.011	3
0:34:53	5.0007.510.011	1
0:34:54	5.0007.610.011	1
0:34:54	5.0007.510.011	4
0:34:54	5.0007.610.011	1
0:34:54	5.0007.510.011	1
0:34:54	5.0007.610.011	-2
0:34:55	5.0007.510.011	2
0:34:55	5.0007.610.011	1
0:34:55	5.0007.610.011	-1
0:34:55	5.0007.610.011	-2
0:34:55	5.0007.610.011	-2
0:34:56	5.0007.510.011	1
0:34:56	5.0007.610.011	-2
0:34:56	5.0007.610.011	-2
0:34:57	5.0007.510.011	1
0:34:57	5.0007.610.011	2
0:34:57	5.0007.610.011	2
0:34:57	5.0007.510.011	3
0:34:57	5.0007.610.011	-2
0:34:57	5.0007.610.011	-2
0:34:57	5.0007.610.011	-2
0:34:58	5.0007.510.011	1
0:34:58	5.0007.510.011	1
0:34:58	5.0007.610.011	1
0:34:58	5.0007.510.011	1
0:34:58	5.0007.610.011	1
0:34:58	5.0007.510.011	2
0:34:58	5.0007.610.011	-2
0:34:59	5.0007.610.011	2
0:34:59	5.0007.510.011	5
0:34:59	5.0007.610.011	4
0:34:59	5.0007.510.011	2
0:34:59	5.0007.610.011	-2
0:34:59	5.0007.610.011	-2
0:34:59	5.0007.610.011	-1
0:35:00	5.0007.610.011	1
0:35:00	5.0007.510.011	1
0:35:00	5.0007.510.011	1
0:35:00	5.0007.510.011	1
0:35:01	5.0007.610.011	2
0:35:01	5.0007.610.011	5
0:35:01	5.0007.610.011	-2
0:35:02	5.0007.610.011	4
0:35:03	5.0007.510.011	1
0:35:03	5.0007.610.011	1
0:35:03	5.0007.510.011	1
0:35:03	5.0007.510.011	8
0:35:03	5.0007.610.011	-2
0:35:04	5.0007.610.011	2
0:35:04	5.0007.610.011	1
0:35:04	5.0007.610.011	2
0:35:05	5.0007.610.011	1
0:35:05	5.0007.510.011	1
0:35:05	5.0007.510.011	1
0:35:05	5.0007.610.011	-1
0:35:06	5.0007.610.011	1
0:35:06	5.0007.610.011	1
0:35:06	5.0007.610.011	1
0:35:06	5.0007.510.011	2
0:35:06	5.0007.610.011	1
0:35:06	5.0007.610.011	3
0:35:06	5.0007.610.011	-2
0:35:07	5.0007.610.011	2
0:35:07	5.0007.610.011	1
0:35:07	5.0007.610.011	-3
